num_hidden_layers,lr,hidden_size,iteration,loss
3,0.1,10,0,1.0971999168395996
3,0.1,10,1000,0.08224936574697495
3,0.1,10,2000,0.0745224878191948
3,0.1,10,3000,0.07181426137685776
3,0.1,10,4000,0.07276169955730438
3,0.1,10,5000,0.07160398364067078
3,0.1,10,6000,0.07158470898866653
3,0.1,10,7000,0.07150694727897644
3,0.1,10,8000,0.07157468050718307
3,0.1,10,9000,0.07133251428604126
3,0.1,10,9999,0.07193642854690552
