num_hidden_layers,lr,hidden_size,iteration,loss
2,0.1,10,0,0.7336422204971313
2,0.1,10,1000,0.08424097299575806
2,0.1,10,2000,0.08166945725679398
2,0.1,10,3000,0.07834816724061966
2,0.1,10,4000,0.076416976749897
2,0.1,10,5000,0.0762726366519928
2,0.1,10,6000,0.076109878718853
2,0.1,10,7000,0.07637818157672882
2,0.1,10,8000,0.07559756189584732
2,0.1,10,9000,0.07577431946992874
2,0.1,10,9999,0.07567049562931061
