num_hidden_layers,lr,hidden_size,iteration,loss
20,0.1,10,0,0.8377494215965271
20,0.1,10,1000,0.5247447490692139
20,0.1,10,2000,0.5247447490692139
20,0.1,10,3000,0.5247447490692139
20,0.1,10,4000,0.5247447490692139
20,0.1,10,5000,0.5247447490692139
20,0.1,10,6000,0.5247447490692139
20,0.1,10,7000,0.5247447490692139
20,0.1,10,8000,0.5247447490692139
20,0.1,10,9000,0.5247447490692139
20,0.1,10,9999,0.5247447490692139
