num_hidden_layers,lr,hidden_size,iteration,loss
5,0.1,10,0,0.6140964031219482
5,0.1,10,1000,0.13197237253189087
5,0.1,10,2000,0.10453202575445175
5,0.1,10,3000,0.08196581900119781
5,0.1,10,4000,0.0782892107963562
5,0.1,10,5000,0.07144235819578171
5,0.1,10,6000,0.07170001417398453
5,0.1,10,7000,0.07208533585071564
5,0.1,10,8000,0.06898472458124161
5,0.1,10,9000,0.06883222609758377
5,0.1,10,9999,0.06914319843053818
