num_hidden_layers,lr,hidden_size,iteration,loss
3,0.1,10,0,0.5535033345222473
3,0.1,10,1000,0.07764822244644165
3,0.1,10,2000,0.0722457766532898
3,0.1,10,3000,0.07176963984966278
3,0.1,10,4000,0.0711243748664856
3,0.1,10,5000,0.07132390886545181
3,0.1,10,6000,0.07103104889392853
3,0.1,10,7000,0.07105299085378647
3,0.1,10,8000,0.0711851716041565
3,0.1,10,9000,0.07105085253715515
3,0.1,10,9999,0.07111816108226776
