num_hidden_layers,lr,hidden_size,iteration,loss
2,0.1,10,0,0.6610462069511414
2,0.1,10,1000,0.12910987436771393
2,0.1,10,2000,0.0894671082496643
2,0.1,10,3000,0.0879749208688736
2,0.1,10,4000,0.07592028379440308
2,0.1,10,5000,0.07372639328241348
2,0.1,10,6000,0.07332722842693329
2,0.1,10,7000,0.07305527478456497
2,0.1,10,8000,0.07288460433483124
2,0.1,10,9000,0.07271818816661835
2,0.1,10,9999,0.07269196212291718
