num_hidden_layers,lr,hidden_size,iteration,loss
10,0.1,10,0,0.7163494825363159
10,0.1,10,1000,0.52474445104599
10,0.1,10,2000,0.52474445104599
10,0.1,10,3000,0.52474445104599
10,0.1,10,4000,0.5247443914413452
10,0.1,10,5000,0.5247443914413452
10,0.1,10,6000,0.5247443914413452
10,0.1,10,7000,0.5247443914413452
10,0.1,10,8000,0.5247443318367004
10,0.1,10,9000,0.5247443318367004
10,0.1,10,9999,0.5247442722320557
